Merek,Model,Varian,Tahun,harga,Jarak tempuh,Tipe bahan bakar,Transmisi,Kapasitas mesin
Honda,HR-V,1.5 E Special Edition Bensin-AT,2021,260000000.0,57500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 E Bensin-AT,2023,225000000.0,42500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 Prestige Bensin-AT,2023,260000000.0,12500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 E Bensin-MT,2015,112000000.0,62500.0,Bensin,Manual,1.2
Honda,City,1.5 E Bensin-MT,2014,155000000.0,112500.0,Bensin,Manual,1.5
Honda,Accord,2.4 VTi Bensin-MT,2005,70000000.0,132500.0,Bensin,Manual,2.4
Honda,Jazz,1.5 S Bensin-MT,2012,130000000.0,147500.0,Bensin,Manual,1.5
Honda,Jazz,1.5 i-DSI Bensin-AT,2006,75000000.0,127500.0,Bensin,Automatic,1.5
Honda,City,1.5 i-DSI Bensin-AT,2004,45000000.0,282500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 E Bensin-AT,2023,178500000.0,7500.0,Bensin,Automatic,1.2
Honda,Brio,1.2 Satya E Bensin-MT,2014,105000000.0,27500.0,Bensin,Manual,1.2
Honda,Jazz,1.5 RS Bensin-AT,2016,195000000.0,42500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Special Edition Bensin-AT,2021,270000000.0,47500.0,Bensin,Automatic,1.5
Honda,Freed,1.5 S Bensin-AT,2010,120000000.0,97500.0,Bensin,Automatic,1.5
Honda,City,1.5 Bensin-MT,2002,43000000.0,300000.0,Bensin,Manual,1.5
Honda,Brio,1.3 S Bensin-MT,2015,96000000.0,152500.0,Bensin,Manual,1.3
Honda,City,1.5 Bensin-AT,2016,171000000.0,82500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 E Bensin-AT,2023,225000000.0,42500.0,Bensin,Automatic,1.5
Honda,CR-V,2.4 Prestige Bensin-AT,2013,189000000.0,72500.0,Bensin,Automatic,2.4
Honda,Mobilio,1.5 E Bensin-MT,2021,180000000.0,37500.0,Bensin,Manual,1.5
Honda,Brio Satya,1.2 E Bensin-MT,2022,155000000.0,22500.0,Bensin,Manual,1.2
Honda,BR-V,1.5 Prestige Bensin-AT,2022,259000000.0,47500.0,Bensin,Automatic,1.5
Honda,HR-V,1.8 Prestige Bensin-AT,2016,225000000.0,122500.0,Bensin,Automatic,1.8
Honda,Mobilio,1.5 E Bensin-AT,2015,145000000.0,62500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 S Bensin-MT,2021,149000000.0,57500.0,Bensin,Manual,1.5
Honda,Jazz,1.5 RS Bensin-AT,2013,143000000.0,77500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 E Bensin-MT,2022,155000000.0,32500.0,Bensin,Manual,1.2
Honda,Jazz,1.5 S Bensin-AT,2008,99000000.0,157500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 E Bensin-MT,2018,130000000.0,102500.0,Bensin,Manual,1.2
Honda,Mobilio,1.5 E Bensin-AT,2014,123000000.0,122500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 SE Bensin-AT,2021,250000000.0,27500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 E Bensin-MT,2016,165000000.0,122500.0,Bensin,Manual,1.5
Honda,BR-V,1.5 Prestige Bensin-AT,2022,240000000.0,17500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-AT,2019,175000000.0,82500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 E Bensin-AT,2023,225000000.0,42500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 S Bensin-MT,2016,135500000.0,67500.0,Bensin,Manual,1.5
Honda,Mobilio,1.5 Prestige Bensin-AT,2018,163000000.0,127500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 Prestige Bensin-AT,2016,168000000.0,62500.0,Bensin,Automatic,1.5
Honda,Brio,1.2 E Bensin-AT,2013,112000000.0,87500.0,Bensin,Automatic,1.2
Honda,City,1.5 Bensin-AT,2016,175000000.0,82500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 New E Bensin-MT,2019,130000000.0,72500.0,Bensin,Manual,1.2
Honda,Brio,1.2 RS Bensin-MT,2017,115000000.0,72500.0,Bensin,Manual,1.2
Honda,BR-V,1.5 E Bensin-AT,2023,225000000.0,42500.0,Bensin,Automatic,1.5
Honda,CR-V,1.5 Prestige Bensin-AT,2019,420000000.0,37500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-AT,2017,149000000.0,97500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Special Edition Bensin-AT,2020,270000000.0,42500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 RS Bensin-AT,2015,145000000.0,102500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 Bensin-AT,2007,105000000.0,177500.0,Bensin,Automatic,2.0
Honda,HR-V,1.5 E Bensin-AT,2015,220000000.0,72500.0,Bensin,Automatic,1.5
Honda,BR-V,1.5 Prestige Bensin-AT,2019,177000000.0,42500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 E Bensin-MT,2019,142000000.0,77500.0,Bensin,Manual,1.2
Honda,CR-V,2.0 Bensin-AT,2018,310000000.0,92500.0,Bensin,Automatic,2.0
Honda,Mobilio,1.5 E Bensin-MT,2018,145000000.0,57500.0,Bensin,Manual,1.5
Honda,Civic,1.8 Bensin-AT,2013,169000000.0,97500.0,Bensin,Automatic,1.8
Honda,City,1.5 RS Bensin-MT,2009,110000000.0,92500.0,Bensin,Manual,1.5
Honda,CR-V,2.0 Bensin-AT,2013,160000000.0,72500.0,Bensin,Automatic,2.0
Honda,Brio Satya,1.2 New E Bensin-AT,2017,125000000.0,87500.0,Bensin,Automatic,1.2
Honda,Brio Satya,1.2 E Bensin-MT,2015,105000000.0,37500.0,Bensin,Manual,1.2
Honda,Jazz,1.5 S Bensin-AT,2008,109000000.0,97500.0,Bensin,Automatic,1.5
Honda,Jazz,1.5 RS Bensin-AT,2016,189000000.0,52500.0,Bensin,Automatic,1.5
Honda,Freed,1.5 S Bensin-AT,2010,125000000.0,102500.0,Bensin,Automatic,1.5
Honda,Mobilio,1.5 E Bensin-AT,2019,170000000.0,52500.0,Bensin,Automatic,1.5
Honda,HR-V,1.5 E Bensin-AT,2016,205000000.0,47500.0,Bensin,Automatic,1.5
Honda,Accord,1.5 Bensin-AT,2020,400000000.0,47500.0,Bensin,Automatic,1.5
Honda,Brio Satya,1.2 New S Bensin-MT,2022,130000000.0,17500.0,Bensin,Manual,1.2
Honda,Civic,1.8 FD Bensin-AT,2006,113000000.0,152500.0,Bensin,Automatic,1.8
Honda,City,1.5 E Bensin-AT,2013,142000000.0,47500.0,Bensin,Automatic,1.5
Honda,CR-V,2.0 RE1 Bensin-AT,2008,105000000.0,202500.0,Bensin,Automatic,2.0
Suzuki,Ertiga,1.4 Dreza Bensin-MT,2016,149500000.0,17500.0,Bensin,Manual,1.4
Suzuki,Karimun Wagon R,1.0 GS Bensin-MT,2020,115000000.0,62500.0,Bensin,Manual,1.0
Suzuki,Ertiga,1.4 Dreza Bensin-MT,2016,149500000.0,17500.0,Bensin,Manual,1.4
Suzuki,Splash,1.2 GL Bensin-MT,2010,67000000.0,197500.0,Bensin,Manual,1.2
Suzuki,Karimun Wagon R,1.0 GL Bensin-MT,2015,74500000.0,122500.0,Bensin,Manual,1.0
Suzuki,Ertiga,1.4 GL Bensin-MT,2013,115000000.0,87500.0,Bensin,Manual,1.4
Suzuki,Karimun,1.0 GX Bensin-MT,2004,88000000.0,77500.0,Bensin,Manual,1.0
Suzuki,APV,1.5 Bensin-MT,2008,50000000.0,2500.0,Bensin,Manual,1.5
Suzuki,Ignis,1.2 GX AGS Bensin-AT,2018,122500000.0,62500.0,Bensin,Automatic,1.2
Suzuki,Sidekick,1.5 Bensin-MT,1997,50000000.0,257500.0,Bensin,Manual,1.5
Suzuki,Karimun Wagon R,1.0 GL Bensin-MT,2015,75000000.0,137500.0,Bensin,Manual,1.0
Suzuki,Karimun Wagon R,1.0 GL Bensin-MT,2014,67500000.0,237500.0,Bensin,Manual,1.0
Suzuki,Karimun Wagon R,1.5 GS Bensin-MT,2016,99000000.0,17500.0,Bensin,Manual,1.5
Suzuki,Ertiga,1.4 GX Bensin-MT,2018,160000000.0,92500.0,Bensin,Manual,1.4
Suzuki,Escudo,1.6 Bensin-MT,2003,67000000.0,257500.0,Bensin,Manual,1.6
Suzuki,Jimny,1.0 Bensin-MT,1989,28000000.0,277500.0,Bensin,Manual,1.0
Suzuki,Ertiga,1.5 GL Bensin-AT,2024,205000000.0,12500.0,Bensin,Automatic,1.5
Suzuki,Ertiga,1.3 Hybrid ZDI Solar-MT,2018,149950000.0,87500.0,Diesel,Manual,1.3
Suzuki,Esteem,1.3 Bensin-MT,1993,21000000.0,202500.0,Bensin,Manual,1.3
Suzuki,Escudo,1.6 Bensin-MT,2004,60000000.0,257500.0,Bensin,Manual,1.6
Suzuki,Ertiga,1.4 GX Bensin-AT,2017,152000000.0,82500.0,Bensin,Automatic,1.4
Suzuki,Jimny,1.0 Bensin-MT,1988,19500000.0,7500.0,Bensin,Manual,1.0
Suzuki,Ertiga,1.4 GL Bensin-AT,2014,120000000.0,202500.0,Bensin,Automatic,1.4
Suzuki,Baleno,1.5 DX Bensin-MT,2001,43000000.0,137500.0,Bensin,Manual,1.5
Suzuki,Katana,1.0 Bensin-MT,1993,43000000.0,82500.0,Bensin,Manual,1.0
Suzuki,Ertiga,1.4 GX Bensin-AT,2015,130000000.0,87500.0,Bensin,Automatic,1.4
Suzuki,Escudo,1.6 Bensin-MT,2005,58000000.0,177500.0,Bensin,Manual,1.6
Suzuki,Ertiga,1.5 GX Bensin-MT,2018,169000000.0,47500.0,Bensin,Manual,1.5
Suzuki,Futura,1.5 ST 150 Bensin-MT,2012,67000000.0,77500.0,Bensin,Manual,1.5
Suzuki,Ertiga,1.4 GX Bensin-AT,2013,125000000.0,52500.0,Bensin,Automatic,1.4
Suzuki,Swift,1.4 GX Bensin-AT,2013,124000000.0,137500.0,Bensin,Automatic,1.4
Suzuki,Ertiga,1.4 GX Bensin-MT,2016,120000000.0,2500.0,Bensin,Manual,1.4
Suzuki,Ertiga,1.4 GL Bensin-MT,2017,125000000.0,97500.0,Bensin,Manual,1.4
Suzuki,Ertiga,1.4 GL Bensin-MT,2014,105000000.0,72500.0,Bensin,Manual,1.4
Suzuki,Swift,1.5 GT Bensin-MT,2008,79700000.0,102500.0,Bensin,Manual,1.5
Suzuki,Escudo,2.0 Bensin-AT,2003,53000000.0,222500.0,Bensin,Automatic,2.0
Suzuki,Karimun Wagon R,1.0 GA Bensin-MT,2014,60000000.0,127500.0,Bensin,Manual,1.0
Suzuki,Ignis,1.2 GL Bensin-MT,2019,125000000.0,2500.0,Bensin,Manual,1.2
Suzuki,Karimun Wagon R,1.0 GS Bensin-MT,2015,99000000.0,7500.0,Bensin,Manual,1.0
Suzuki,Ignis,1.2 GX Bensin-AT,2022,159000000.0,17500.0,Bensin,Automatic,1.2
Suzuki,Swift,1.4 Bensin-MT,2009,32000000.0,182500.0,Bensin,Manual,1.4
Suzuki,Katana,1.0 GX Bensin-MT,1987,32900000.0,300000.0,Bensin,Manual,1.0
Suzuki,Karimun Wagon R,1.0 GL Bensin-MT,2015,75000000.0,157500.0,Bensin,Manual,1.0
Suzuki,Baleno next-G,1.5 Bensin-MT,2004,52000000.0,177500.0,Bensin,Manual,1.5
Suzuki,S-Presso,1.0 AGS Bensin-AT,2022,135000000.0,12500.0,Bensin,Automatic,1.0
Suzuki,Ertiga,1.5 GL Bensin-MT,2018,125000000.0,177500.0,Bensin,Manual,1.5
Daihatsu,Ayla,1.2 R Bensin-MT,2018,102000000.0,17500.0,Bensin,Manual,1.2
Daihatsu,Rocky,1.2 M Bensin-MT,2022,145000000.0,37500.0,Bensin,Manual,1.2
Daihatsu,Xenia,1.5 R Deluxe Bensin-MT,2021,174000000.0,37500.0,Bensin,Manual,1.5
Daihatsu,Ayla,1.0 X Deluxe Bensin-MT,2015,77000000.0,97500.0,Bensin,Manual,1.0
Daihatsu,Sigra,1.2 New R Deluxe Bensin-MT,2018,115000000.0,122500.0,Bensin,Manual,1.2
Daihatsu,Luxio,1.5 X Bensin-AT,2014,145000000.0,47500.0,Bensin,Automatic,1.5
Daihatsu,Ayla,1.0 M Sporty Bensin-AT,2013,76000000.0,107500.0,Bensin,Automatic,1.0
Daihatsu,Terios,1.5 Bensin-AT,2011,111000000.0,192500.0,Bensin,Automatic,1.5
Daihatsu,Ayla,1.2 R Deluxe Bensin-AT,2021,132000000.0,27500.0,Bensin,Automatic,1.2
Daihatsu,Terios,1.5 TX ADVENTURE Bensin-AT,2014,135000000.0,92500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 R Bensin-AT,2017,162000000.0,102500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 TS EXTRA Bensin-MT,2012,114000000.0,112500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.3 R Deluxe Bensin-MT,2013,118000000.0,112500.0,Bensin,Manual,1.3
Daihatsu,Sigra,1.0 D Bensin-MT,2019,102000000.0,102500.0,Bensin,Manual,1.0
Daihatsu,Terios,1.5 ADVENTURE R Bensin-MT,2016,163000000.0,67500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.3 Bensin-MT,2022,194500000.0,52500.0,Bensin,Manual,1.3
Daihatsu,Sirion,1.3 R Bensin-AT,2013,85000000.0,107500.0,Bensin,Automatic,1.3
Daihatsu,Xenia,1.3 Bensin-MT,2012,113000000.0,127500.0,Bensin,Manual,1.3
Daihatsu,Ayla,1.0 D Bensin-MT,2022,117000000.0,2500.0,Bensin,Manual,1.0
Daihatsu,Sigra,1.2 X Bensin-MT,2016,108000000.0,62500.0,Bensin,Manual,1.2
Daihatsu,Rocky,1.0 R ADS Two Tone Bensin-AT,2021,195000000.0,67500.0,Bensin,Automatic,1.0
Daihatsu,Xenia,1.0 Li+ Bensin-MT,2008,70000000.0,22500.0,Bensin,Manual,1.0
Daihatsu,Ayla,1.0 New X Bensin-AT,2016,86000000.0,137500.0,Bensin,Automatic,1.0
Daihatsu,Terios,1.5 X Bensin-MT,2016,147000000.0,42500.0,Bensin,Manual,1.5
Daihatsu,Terios,1.5 Bensin-AT,2011,115000000.0,192500.0,Bensin,Automatic,1.5
Daihatsu,Terios,1.5 TX Bensin-AT,2013,123000000.0,142500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.2 R Deluxe Bensin-MT,2018,115000000.0,97500.0,Bensin,Manual,1.2
Daihatsu,Ayla,1.0 D+ Bensin-MT,2020,99000000.0,57500.0,Bensin,Manual,1.0
Daihatsu,Terios,1.5 TX ADVENTURE Bensin-AT,2014,138000000.0,22500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.0 D Bensin-MT,2022,115000000.0,17500.0,Bensin,Manual,1.0
Daihatsu,Sigra,1.2 R Deluxe Bensin-AT,2017,120000000.0,72500.0,Bensin,Automatic,1.2
Daihatsu,Terios,1.5 New TX Bensin-MT,2024,210000000.0,7500.0,Bensin,Manual,1.5
Daihatsu,Gran max,1.3 3W Pick-Up Bensin-MT,2020,105000000.0,37500.0,Bensin,Manual,1.3
Daihatsu,Taruna,1.5 FGX Bensin-MT,2004,59000000.0,300000.0,Bensin,Manual,1.5
Daihatsu,Ayla,1.0 M Bensin-AT,2020,115000000.0,32500.0,Bensin,Automatic,1.0
Daihatsu,Ayla,1.0 X Bensin-AT,2017,120000000.0,42500.0,Bensin,Automatic,1.0
Daihatsu,Sigra,1.2 X Bensin-AT,2017,115000000.0,17500.0,Bensin,Automatic,1.2
Daihatsu,Ayla,1.0 New X Bensin-MT,2023,115000000.0,12500.0,Bensin,Manual,1.0
Daihatsu,Sigra,1.0 M Bensin-MT,2023,118000000.0,52500.0,Bensin,Manual,1.0
Daihatsu,Ayla,1.0 New M Bensin-MT,2023,118000000.0,7500.0,Bensin,Manual,1.0
Daihatsu,Sirion,1.3 R Bensin-AT,2014,96000000.0,102500.0,Bensin,Automatic,1.3
Daihatsu,Xenia,1.3 R ATTIVO Bensin-AT,2012,120000000.0,137500.0,Bensin,Automatic,1.3
Daihatsu,Xenia,1.0 Li FAMILY Bensin-MT,2010,83000000.0,107500.0,Bensin,Manual,1.0
Daihatsu,Xenia,1.3 R SPORTY Bensin-AT,2013,113000000.0,17500.0,Bensin,Automatic,1.3
Daihatsu,Ayla,1.2 R Deluxe Bensin-AT,2021,148000000.0,12500.0,Bensin,Automatic,1.2
Daihatsu,Terios,1.5 TX Bensin-AT,2007,75000000.0,237500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.2 R Deluxe Bensin-MT,2016,112000000.0,87500.0,Bensin,Manual,1.2
Daihatsu,Terios,1.5 R Deluxe Bensin-AT,2018,195000000.0,97500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.3 R Deluxe Bensin-AT,2021,215000000.0,37500.0,Bensin,Automatic,1.3
Daihatsu,Xenia,1.3 New X Bensin-MT,2021,140000000.0,2500.0,Bensin,Manual,1.3
Daihatsu,Xenia,1.0 Li Deluxe Bensin-MT,2011,95000000.0,162500.0,Bensin,Manual,1.0
Daihatsu,Ayla,1.0 M Bensin-MT,2019,95000000.0,57500.0,Bensin,Manual,1.0
Daihatsu,Ayla,1.0 X Deluxe Bensin-MT,2021,105000000.0,22500.0,Bensin,Manual,1.0
Daihatsu,Sigra,1.0 M Bensin-MT,2024,113000000.0,27500.0,Bensin,Manual,1.0
Daihatsu,Gran Max MB,1.3 D Front Facing Bensin-MT,2013,75000000.0,102500.0,Bensin,Manual,1.3
Daihatsu,Xenia,1.0 M Bensin-MT,2015,112000000.0,132500.0,Bensin,Manual,1.0
Daihatsu,Sigra,1.2 New R Bensin-AT,2023,140000000.0,22500.0,Bensin,Automatic,1.2
Daihatsu,Xenia,1.0 Li Bensin-MT,2009,78000000.0,162500.0,Bensin,Manual,1.0
Daihatsu,Xenia,1.3 New X Bensin-MT,2019,156000000.0,82500.0,Bensin,Manual,1.3
Daihatsu,Xenia,1.0 Bensin-MT,2009,78000000.0,112500.0,Bensin,Manual,1.0
Daihatsu,Terios,1.5 TS Bensin-MT,2010,94000000.0,192500.0,Bensin,Manual,1.5
Daihatsu,Terios,1.5 Bensin-AT,2007,90000000.0,137500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.3 Xi Deluxe Bensin-AT,2018,140000000.0,107500.0,Bensin,Automatic,1.3
Daihatsu,Grand Xenia,1.3 X Bensin-MT,2017,140000000.0,122500.0,Bensin,Manual,1.3
Daihatsu,Sigra,1.2 R Deluxe Bensin-AT,2018,117500000.0,107500.0,Bensin,Automatic,1.2
Daihatsu,Sigra,1.2 New R Bensin-MT,2020,120000000.0,12500.0,Bensin,Manual,1.2
Daihatsu,Terios,1.5 TX ADVENTURE Bensin-MT,2012,120000000.0,222500.0,Bensin,Manual,1.5
Daihatsu,Terios,1.5 TX Bensin-MT,2008,108000000.0,177500.0,Bensin,Manual,1.5
Daihatsu,Gran max,1.3 Blind Van Bensin-MT,2019,88000000.0,77500.0,Bensin,Manual,1.3
Daihatsu,Xenia,1.3 Bensin-MT,2010,90000000.0,127500.0,Bensin,Manual,1.3
Daihatsu,Ayla,1.0 D+ Bensin-MT,2017,85000000.0,197500.0,Bensin,Manual,1.0
Daihatsu,Sigra,1.0 M Bensin-MT,2021,110000000.0,47500.0,Bensin,Manual,1.0
Daihatsu,Charade,1.3 Bensin-MT,1991,25000000.0,202500.0,Bensin,Manual,1.3
Daihatsu,Terios,1.5 R Deluxe Bensin-MT,2019,210000000.0,47500.0,Bensin,Manual,1.5
Daihatsu,Terios,1.5 New TX Bensin-MT,2012,120000000.0,122500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.0 M Sporty Bensin-MT,2013,120000000.0,67500.0,Bensin,Manual,1.0
Daihatsu,Ayla,1.0 X Bensin-AT,2016,90900999.0,132500.0,Bensin,Automatic,1.0
Daihatsu,Ayla,1.0 X Bensin-AT,2016,87000000.0,77500.0,Bensin,Automatic,1.0
Daihatsu,Ayla,1.2 X Bensin-AT,2017,125000000.0,127500.0,Bensin,Automatic,1.2
Daihatsu,Luxio,1.5 M Bensin-MT,2012,120000000.0,202500.0,Bensin,Manual,1.5
Daihatsu,Rocky,1.2 X Bensin-MT,2023,173000000.0,7500.0,Bensin,Manual,1.2
Daihatsu,Xenia,1.3 New X Bensin-MT,2019,156000000.0,82500.0,Bensin,Manual,1.3
Daihatsu,Ayla,1.2 R Bensin-MT,2019,115000000.0,62500.0,Bensin,Manual,1.2
Daihatsu,Xenia,1.0 M Bensin-MT,2013,78000000.0,107500.0,Bensin,Manual,1.0
Daihatsu,Xenia,1.3 X Deluxe Bensin-MT,2016,129000000.0,177500.0,Bensin,Manual,1.3
Daihatsu,Terios,1.5 ADVENTURE R Bensin-AT,2015,148000000.0,127500.0,Bensin,Automatic,1.5
Daihatsu,Xenia,1.0 Li Deluxe Bensin-MT,2008,78000000.0,62500.0,Bensin,Manual,1.0
Daihatsu,Xenia,1.3 R Deluxe Bensin-MT,2011,85000000.0,132500.0,Bensin,Manual,1.3
Daihatsu,Ayla,1.0 M Sporty Bensin-AT,2019,110000000.0,87500.0,Bensin,Automatic,1.0
Daihatsu,Ayla,1.0 New X Bensin-MT,2017,89000000.0,212500.0,Bensin,Manual,1.0
Daihatsu,Terios,1.5 TX Bensin-AT,2007,90000000.0,187500.0,Bensin,Automatic,1.5
Daihatsu,Ayla,1.0 New X Bensin-AT,2016,88999000.0,137500.0,Bensin,Automatic,1.0
Daihatsu,Terios,1.5 New TX Bensin-MT,2008,74000000.0,127500.0,Bensin,Manual,1.5
Daihatsu,Terios,1.5 X Bensin-MT,2022,205000000.0,7500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.3 R Deluxe Bensin-AT,2015,122500000.0,97500.0,Bensin,Automatic,1.3
Daihatsu,Ayla,1.2 R Bensin-AT,2017,116000000.0,87500.0,Bensin,Automatic,1.2
Daihatsu,Terios,1.5 R Bensin-MT,2022,222000000.0,32500.0,Bensin,Manual,1.5
Daihatsu,Ayla,1.0 X Elegant Bensin-AT,2014,88000000.0,117500.0,Bensin,Automatic,1.0
Daihatsu,Ayla,1.2 R Bensin-MT,2023,139000000.0,17500.0,Bensin,Manual,1.2
Daihatsu,Xenia,1.3 New X Bensin-MT,2019,155000000.0,82500.0,Bensin,Manual,1.3
Daihatsu,Ayla,1.0 X Deluxe Bensin-MT,2018,95500000.0,107500.0,Bensin,Manual,1.0
Daihatsu,Xenia,1.0 Li Bensin-MT,2008,75000000.0,97500.0,Bensin,Manual,1.0
Daihatsu,Xenia,1.3 R Deluxe Bensin-AT,2015,127000000.0,107500.0,Bensin,Automatic,1.3
Daihatsu,Terios,1.5 TX ADVENTURE Bensin-AT,2014,130000000.0,102500.0,Bensin,Automatic,1.5
Daihatsu,Rocky,2.8 Solar-MT,1996,200000000.0,300000.0,Diesel,Manual,2.8
Daihatsu,Sirion,1.3 Bensin-AT,2016,127500000.0,112500.0,Bensin,Automatic,1.3
Daihatsu,Sigra,1.2 New R Bensin-MT,2021,125000000.0,42500.0,Bensin,Manual,1.2
Daihatsu,Sirion,1.3 Bensin-AT,2015,118000000.0,97500.0,Bensin,Automatic,1.3
Daihatsu,Xenia,1.3 R Bensin-MT,2016,140000000.0,102500.0,Bensin,Manual,1.3
Daihatsu,Ayla,1.0 X Elegant Bensin-AT,2016,99000000.0,47500.0,Bensin,Automatic,1.0
Daihatsu,Sigra,1.2 R Bensin-MT,2018,110000000.0,57500.0,Bensin,Manual,1.2
Daihatsu,Ayla,1.0 D+ Bensin-MT,2018,99000000.0,27500.0,Bensin,Manual,1.0
Daihatsu,Luxio,1.5 M Bensin-MT,2012,120000000.0,197500.0,Bensin,Manual,1.5
Daihatsu,Xenia,1.3 X Bensin-AT,2019,145000000.0,57500.0,Bensin,Automatic,1.3
Daihatsu,Xenia,R 1.3 Sporty-MT,2015,130000000.0,92500.0,Bensin,Manual,1.3
Daihatsu,Terios,1.5 R Deluxe Bensin-AT,2021,223000000.0,12500.0,Bensin,Automatic,1.5
Daihatsu,Sigra,1.2 R Deluxe Bensin-MT,2021,125000000.0,47500.0,Bensin,Manual,1.2
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2018,196000000.0,67500.0,Bensin,Automatic,1.5
Mitsubishi,Strada,2.5 Solar-AT,2019,395000000.0,52500.0,Diesel,Automatic,2.5
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2021,235000000.0,47500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Exceed Bensin-MT,2018,195000000.0,67500.0,Bensin,Manual,1.5
Mitsubishi,Xpander,1.5 GLS Bensin-MT,2021,173000000.0,72500.0,Bensin,Manual,1.5
Mitsubishi,Pajero,2.5 Solar-AT,2024,589000000.0,7500.0,Diesel,Automatic,2.5
Mitsubishi,Xpander,1.5 Ultime Bensin-AT,2021,242000000.0,32500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 New Cross Bensin-AT,2021,260000000.0,42500.0,Bensin,Automatic,1.5
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2016,395000000.0,102500.0,Diesel,Automatic,2.4
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Ultimate Solar-AT,2017,395000000.0,92500.0,Diesel,Automatic,2.4
Mitsubishi,Xpander,1.5 New Exceed Bensin-AT,2020,205000000.0,22500.0,Bensin,Automatic,1.5
Mitsubishi,Pajero,2.5 Limited Exceed Solar-AT,2011,215000000.0,157500.0,Diesel,Automatic,2.5
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2011,250000000.0,107500.0,Diesel,Automatic,2.4
Mitsubishi,Pajero,2.5 Limited Exceed Solar-AT,2013,255000000.0,137500.0,Diesel,Automatic,2.5
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2022,520000000.0,17500.0,Diesel,Automatic,2.4
Mitsubishi,Pajero Sport,2.5 Exceed 4x4 Solar-AT,2010,218000000.0,152500.0,Diesel,Automatic,2.5
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Ultimate Solar-AT,2020,450000000.0,32500.0,Diesel,Automatic,2.4
Mitsubishi,Pajero Sport,2.4 Dakar 4x2 Solar-AT,2014,250000000.0,157500.0,Diesel,Automatic,2.4
Mitsubishi,Pajero Sport,2.5 Dakar Solar-AT,2013,249000000.0,127500.0,Diesel,Automatic,2.5
Mitsubishi,Pajero,2.5 Limited Exceed Solar-AT,2014,225000000.0,77500.0,Diesel,Automatic,2.5
Mitsubishi,Xpander,1.5 Sport Bensin-AT,2019,208000000.0,52500.0,Bensin,Automatic,1.5
Mitsubishi,Xpander,1.5 Ultimate Bensin-AT,2019,215000000.0,77500.0,Bensin,Automatic,1.5
Mitsubishi,Pajero Sport,2.4 Rockford Fosgate Limited Edition Solar-AT,2019,435000000.0,37500.0,Diesel,Automatic,2.4
Mitsubishi,Mirage,1.2 Bensin-MT,2014,79000000.0,112500.0,Bensin,Manual,1.2
Mitsubishi,Canter,3.5 Solar-MT,2015,245000000.0,97500.0,Bensin,Manual,3.5
Mitsubishi,Colt FE,3.3 Solar-MT,2015,250000000.0,257500.0,Bensin,Manual,3.3
Mitsubishi,Strada Triton,2.8 HD-X Solar-MT,2018,190000000.0,157500.0,Diesel,Manual,2.8
Mitsubishi,Xpander,1.5 Cross Premium Package Bensin-AT,2022,270000000.0,32500.0,Bensin,Automatic,1.5
